Place_Name,Description,Categories,City,Price,Ratings,Time_Minutes,Coordinate,Lat,Long,_1,Rating_Count,Categories_Label
Taman Hutan Raya Ir. H. Juanda,"Grand Forest Park Ir. H. Djuanda (Tahura Djuanda) is an integrated conservation area between secondary nature and plantation forests of the Pine species (Pinus merkusil) located in the Cikapundung River Sub-Watershed and the Citarum Watershed which stretches from Curug Dago, Dago Pakar to Curug Maribaya which is part of the Mount Pulosari forest group. Tahura Djuanda is located in the north of Bandung City, approximately 7 km from the city center, geographically it is at 1070 30' East Longitude and 60 52' South Latitude, administratively it is in the Ciburial Village area, Cimenyan District, Bandung Regency and part of it is part of the Village Mekarwangi, Cibodas Village, Langensari Village, and Wangunharja Village, Lembang District, West Bandung Regency and Dago Village, Coblong District, Bandung City.",Nature preserve,Bandung,11000,45,90.0,"{'lat': -6.8585841, 'lng': 107.6306089}",-68585841,1076306089,312,25,1
Taman Begonia,"Bandung Begonia Park is located at an altitude of 1200 meters above the sea. Apart from balinea, there are various other types of flowers such as salvia, impatiens, geranium and celosia. It is so beautiful that many people say it is equivalent to Himawari no Sato Park in Japan. The Balinea flower itself is a type of Begonia flower that comes from Bali. Plants that are suitable for planting in various weather conditions will grow throughout the season. The Balinea flower is a plant that is often planted in plantations, hotel yards and city parks. The specialty of the Begonia Flower Garden is not only the presence of flowers and plants, but also the attractive garden arrangement. The colorful flower garden is also equipped with various shapes that are suitable for taking photos. In fact, many visitors come here just to capture the beauty of the park. Apart from that, because it is located in the highlands, visitors will definitely be comfortable doing activities there with cool and refreshing temperatures.",Nature preserve,Bandung,10000,44,90.0,"{'lat': -6.8260163, 'lng': 107.6383564}",-68260163,1076383564,313,21,1
Tafso Barn,"The name Punclut may be quite familiar to tourists. The highland area in Bandung has recently become popular as a tourist destination. Apart from offering beautiful views, this area also has many tourist attractions for recreation. One of them is the tourist area and restaurant Tafso and Boda Barn or often known as Tafso Barn. This recreation area combines a place to eat with a unique garden and warehouse feel. The view of the hills cut by the horizon is the main target for visitors. It's perfect to hang out and relax while on holiday in Bandung.",Nature preserve,Bandung,0,42,180.0,"{'lat': -6.8426446, 'lng': 107.6228408}",-68426446,1076228408,314,24,1
Curug Cimahi,"Curug Cimahi is a waterfall located on Jalan Colonel Masturi, Kertawangi Village, Cisarua District, West Bandung Regency, West Java. With a height of around 87 meters, this waterfall is one of the highest waterfalls in the Bandung area and its surroundings. The name Cimahi comes from the name of the river that flows above it, namely the Cimahi River which originates at Situ (lake) Lembang and flows into Cimahi City. This tourist destination is approximately 10 kilometers from Cimahi City towards Lembang or 20 kilometers from Bandung City.",Nature preserve,Bandung,15000,46,30.0,"{'lat': -6.797738300000002, 'lng': 107.5783691}",-67977383,1075783691,317,21,1
Pemandian Air Panas Cimanggu,Cimanggu Hot Springs is one of the tourist attractions in Bandung which offers a variety of attractions that are guaranteed to be amazing. This tourist spot is also known as Cimanggu Natural Hot Spring. Enjoying the hot springs and the green scenery in this bath can definitely make your mind more relaxed. A relaxed mind will definitely make you more enthusiastic when you return to work.,Nature preserve,Bandung,23000,39,60.0,"{'lat': -7.147152899999998, 'lng': 107.3901424}",-71471529,1073901424,320,18,1
Kebun Tanaman Obat Sari Alam,"The Sari Alam Medicinal Plant Garden is better known as herbal medicine tourism, because there are lots of plants there that are used as alternative medicine. The Sari Alam Medicinal Plant Garden is better known to Bandung people as KTO Sari Alam. Location: Jl. Raya Ciwidey Bandung km 26 no 8 rt 1 rw 2 Andir village, Cukanggenteng, Kec. Pasirjambu, Bandung district, West Java 40972",Nature preserve,Bandung,0,49,90.0,"{'lat': -6.601320999999999, 'lng': 106.632734}",-6601321,106632734,323,31,1
Happyfarm Ciwidey,"Natural and educational tourist attractions have mushroomed recently. Apart from De Ranch and Farmhouse Lembang, there is also Happy Farm Ciwidey in Bandung. This tourist attraction is still relatively new, because it was only established in June 2019. The concept is almost the same, nature and livestock tourism with educational elements. Very suitable as a family tourist destination, especially for children. And it's even more exciting because you play in an outdoor area with cool air._x000D_",Nature preserve,Bandung,15000,42,90.0,"{'lat': -7.1147877, 'lng': 107.4380865}",-71147877,1074380865,324,22,1
Gua Pawon,"Pawon Cave is a natural cave and ancient site located in Gunung Masigit Village, Cipatat District, Padalarang, West Bandung Regency, or about 25 km west of Bandung City. It is an important place for Sundanese people because it is the gathering place for Sundanese elders who now occupy the western part of the island of Java. There, an ancient human skeleton was found there which is said to be the ancestor of the Sundanese people (still being researched at the Bandung Archaeological Center)._x000D_",Nature preserve,Bandung,10000,45,90.0,"{'lat': -6.8231833, 'lng': 107.4371655}",-68231833,1074371655,328,24,1
Bukit Gantole Cililin,"Cililin Gantole Hill or also known as Gantole Venue is a tourist area which was initially opened for the purpose of holding the 2010 West Java Porda and the 2016 National Sports Week for Paragliding. This tourist area became the talk of the town after hosting the 2016 PON. Paragliding itself is a type of sport carried out on the slopes of hills or mountains using only the wind as the main source. Therefore, the location of Cililin Gantole Hill, which is at an altitude of 1063 meters above sea level with strong winds, is very suitable for this sport.",Nature preserve,Bandung,0,44,45.0,"{'lat': -6.9588812, 'lng': 107.4713147}",-69588812,1074713147,329,24,1
Kyotoku Floating Market,"Kyotoku Floating Market Bandung, a contemporary tourist attraction with a Japanese theme. In this place you will see typical Japanese buildings and views like those of cherry blossoms. Japan is one of the countries besides South Korea which is a favorite destination for tourists from Indonesia. Because it is a developed country, visiting Japan requires quite a lot of accommodation costs, plane tickets, and a complicated visa process. No need to go far abroad, you can enjoy traveling with a Japanese feel in Bandung. Tourist managers designed this place to be similar to Kyoto, a region in Japan that is rich in culture. You don't need to wait for April to see cherry blossoms, which are a Japanese icon, this tourist area is equipped with cherry blossom decorations so that the Japanese atmosphere feels even stronger. For those of you who are interested in taking photos wearing a kimono or yukata with a Japanese-style background, you can post them on Instagram. The following is a brief review of this tourist area.",Culture,Bandung,175000,45,150.0,"{'lat': -6.819874999999999, 'lng': 107.618707}",-6819875,107618707,331,31,0
Rainbow Garden,"Rainbow Garden Harapan Indah is a recreational park that is especially suitable for families. With the concept of 'eat and play', Rainbow Garden Bekasi combines a children's play area with culinary tourism. Various rides and activities are available in this colorful tourist park covering an area of 3000 m2.",Nature preserve,Bandung,20000,46,90.0,"{'lat': -6.8179514, 'lng': 107.618914}",-68179514,107618914,332,23,1
Wisata Mangrove Tapak,"Semarang mangrove forest tourism is almost never empty of tourists. It is not uncommon for visitors to come to this beautiful tourist attraction to take selfies or just walk along the wooden walkways. This object is also instagrammable and suitable for sharing on social media, and is even sought after by those in the field of photography.",Nature preserve,Semarang,5000,43,90.0,"{'lat': -6.968561800000001, 'lng': 110.3459696}",-69685618,1103459696,349,18,1
Pantai Cipta,"Cipta Beach is also known as Petikemas Beach, because of its distance and close location to Petikemas Beach. Tourist attractions in Semarang, Cipta Beach only has a small stretch of sand and is dominated by rocks. Cipta Beach is a favorite tourist destination for Semarang residents because it is unique in terms of views and the surrounding environment. Taking selfies is the main activity on the beach because there are many interesting spots that can be immortalized. On weekends or long holidays, tourists often flock to Cipta Beach to just see the beach view. However, Cipta Beach has calm waves, so it is safe to use for swimming. On Cipta Beach itself there are lots of weeds which add to the beautiful scenery and make it a paradise for selfie hunters. The presence of weeds is what attracts visitors to come to Cipta beach just to take selfies._x000D_",Nautical,Semarang,5000,4,90.0,"{'lat': -6.9486402, 'lng': 110.4102923}",-69486402,1104102923,350,18,2
Semarang Contemporary Art Gallery,"You can find one of the art-related attractions in Semarang in the Kota Lama area, namely the Semarang Contemporary Art Gallery or more easily referred to as Galsem which means Semarang Gallery. Semarang Gallery is a well-known art museum and is still very popular among tourists, especially art lovers. The works of art on display here are the results of the cool hands of skilled artists from all over the archipelago.",Culture,Semarang,10000,46,90.0,"{'lat': -6.967499999999999, 'lng': 110.4282}",-69675,1104282,354,19,0
Wisata Alam Wana Wisata Penggaron,"Located around 2 KM from Ungaran City or around 18 KM from Semarang City, the Wana Wisata Penggaron Area is administratively located in Susukan Village, Ungaran District, Semarang Regency. This area is one of the forests under the guidance of the Independent Business Unit for Tourism, Seeds and Other Businesses (KBM WBU I) Perum Perhutani Unit I Central Java. Wana Wisata Penggaron or Wana Wisata Penggaron Nature Tourism is a forest tourist spot that you can use for a holiday with your family, one of which is for camping. This place is often used as a place for camping or vacationing by the people of Semarang. Wana Wisata Penggaron is an exotic forest, unfortunately this paradise in the city of Semarang is rarely touched by the eye. For visitors who ask the counter guard, with a simple and matter-of-fact answer ""an ordinary forest that is often used for camping, nothing special"", will of course feel disappointed.",Nature preserve,Semarang,10000,41,45.0,"{'lat': -7.115796899999999, 'lng': 110.4217966}",-71157969,1104217966,357,23,1
Taman Bunga Celosia,"Semarang tourism offers various interesting tourist attractions. One of them is visiting the Bandungan Celosia Flower Park. The location is at the foot of Mount Ungaran, Semarang. Offering natural surrounding views with panoramic views of the Ungaran mountains is the main attraction of this recreation park. Once you arrive here, the large parking area immediately welcomes you and don't miss the welcome gate. Along the way to the ticket counter, there is a fence in the shape of a giant colorful pencil. In addition, around the fence there are colorful flowers that decorate the path to the entrance counter.",Nature preserve,Semarang,25000,43,90.0,"{'lat': -7.225504099999998, 'lng': 110.3463166}",-72255041,1103463166,359,20,1
Monumen Palagan Ambarawa,"The Palagan Ambarawa Monument is a monument located in Ambarawa, Semarang Regency.\nThis monument is a symbol to commemorate the history of the battle of Palagan Ambarawa on 12 December - 15 December 1945 in Ambarawa. The Allied troops who were pressed from Magelang withdrew to Ambarawa, and the TKR troops led by Colonel Soedirman succeeded in destroying the Allies on December 15 1945, which is now celebrated as Infantry Day. The Palagan Ambarawa Monument was built in 1973 and inaugurated on December 15 1974 by the President Suharto. A brief overview of the history of the battle can be seen in the reliefs made on the walls of the Palagan Ambarawa Monument.\nIn this monument you can find relics of Japanese and Dutch rule. You can see uniforms of Japanese and Dutch soldiers, war weapons, Indonesian army uniforms, and other historical items. For a rather large size, you can find several ancient tanks, personnel carriers and cannons used in the battle. The most interesting thing is that you can find a Dutch Mustang plane that was shot down into Rawa Pening_x000D_",Culture,Semarang,7500,44,20.0,"{'lat': -7.259886099999998, 'lng': 110.4025602}",-72598861,1104025602,369,30,0
Benteng Pendem,"Pendem Fort Cilacap (Dutch: Kustbatterij op de Landtong te Cilacap), is a Dutch heritage fort on the coast of Teluk Penyu, Cilacap district, Central Java which was built in 1861. This building is a former Dutch East Indies army defense headquarters which was built in an area of 6 .5 hectares in stages over 18 years, from 1861 to 1879. Pendem Fort was covered by coastal land and neglected. This fort was later discovered and began to be excavated by the Cilacap government in 1986. Currently, the Cilacap Regency government has made this fort a historical tourist attraction_x000D_",Culture,Semarang,5000,42,60.0,"{'lat': -7.2706462, 'lng': 110.4103291}",-72706462,1104103291,370,16,0
Wisata Eling Bening,"tourist facility that is managed in a modern way, to create the pleasure of traveling as desired by young people. But still integrated with the environment, with natural beauty. Without doing any damage to nature. This tourist facility is the Eling Bening tourist attraction in the Ngrawan hills. Eling Bening is actually a restaurant that carries the concept of family tourism. Eling Bening offers very beautiful natural views with the main view of Rawa Pening. This beauty is further enhanced by the background of Mount Merbabu, Andong and Telomoyo, which can be seen standing proudly._x000D_",Nature preserve,Semarang,25000,43,90.0,"{'lat': -7.253109599999999, 'lng': 110.4264512}",-72531096,1104264512,371,25,1
Museum Kereta Ambarawa,"The Ambarawa Railway Museum (English: Indonesian Railway Museum, Ambarawa) is a train station that has been converted into a museum and is the first railway museum in Indonesia. This museum has a collection of trains that were once successful in their time. This museum is administratively located in Panjang Village, Ambarawa, Semarang. The museum, which is located at an altitude of +474.40 meters, is included in Semarang Operational Area IV and is managed by the Central Unit for Preservation and Architectural Design of PT Kereta Api Indonesia in collaboration with the Central Java Provincial Government.",Culture,Semarang,10000,45,60.0,"{'lat': -7.264598899999997, 'lng': 110.4046017}",-72645989,1104046017,373,27,0
Kota Lama Semarang,"The Old City of Semarang (Javanese: ê¦ ê¦¸ê¦›â€‹ê¦ê¦©â€‹ê¦±ê¦¼ê¦©ê¦«ê¦ , translit. Kutha Lama Semarang) is an area in Semarang became a trade center in the 19-20 century. At that time, to protect the residents and territory, a fort was built in the area, which was named Vijhoek fort. To speed up the communication routes between the three gates in the fort, communication roads were created, with the main road being named: Heeren Straat. Currently called Jl. Lt Jen Soeprapto. One of the locations of the fortress doors that exists today is the Berok Bridge, which is called De Zuider Por.\nThe Old City area of Semarang is also called Outstadt. The area of this area is around 31 hectares. Judging from the geographical conditions, it appears that this area is separated from the surrounding area, so it looks like a separate city with the nickname ""Little Netherland"". The Old City area of Semarang is a silent witness to the history of Indonesia during the Dutch colonial period for more than 2 centuries, and its location is adjacent to the economic area. In this place there are around 50 ancient buildings that still stand firmly and have a history of Colonialism in Semarang. In general, the character of the buildings in this region follows those on the European continent around the 1700s. This can be seen from the distinctive building details and ornaments that are identical to European style. Such as the extraordinarily large size of the doors and windows, the use of colored glass, the unique shape of the roof, and the existence of an underground room. Like other cities under Dutch colonial rule, a fort was also built as a military center. This fort is pentagon-shaped and was first built on the west side of the old city of Semarang today. This fort has only one gate on its south side and five watchtowers. Each tower is named: Zeeland, Amsterdam, Utrecht, Raamsdonk and Bunschoten. The Dutch government moved the Chinese settlement in 1731 near the Dutch settlement, to make it easier to monitor all Chinese activities. Therefore, the Fort is not only a military center, but also a watchtower for all Chinese activities.\nThe Old City has become one of the favorite icons for the residents of Semarang City and even foreign countries also come to this Old City. It is planned that the Old City of Semarang will be submitted as a UNESCO World Heritage Site.",Culture,Semarang,0,47,90.0,"{'lat': -6.9681399, 'lng': 110.4278611}",-69681399,1104278611,375,21,0
Semarang Chinatown,"The formation of Semarang Chinatown was inseparable from the Chinatown commotion in Batavia (former Jakarta) in 1740. At that time the Chinese people rebelled against the Dutch authorities. In the aftermath of this tragedy, many residents of Chinese descent fled along the north coast of Java until finally arriving in Semarang. Until 1743, the rebellion continued until finally it was completely stopped by the Dutch army. The colonial government then decided to gather Chinese citizens in one location. After briefly occupying the Simongan area near the Sam Poo Kong Temple, they were then moved to the Semarang River until it became known as the Chinatown area to this day.",Culture,Semarang,30000,45,30.0,"{'lat': -6.974992299999999, 'lng': 110.424954}",-69749923,110424954,376,21,0
Kampung Tematik Jawi,"It cannot be denied that Kampung Jawi Gunungpati Semarang has gone viral and is even visited by many people. Even though this culinary tourism started in a small village, now it has been visited by many local residents and those from outside the city. Fame is now also often seen on social media. When visiting Jawi Gunungpati Village you can feel the rural atmosphere of the past. Apart from that, the feel of the night is also peaceful and dark plus the lighting is dim, because they use Sentir lamps (oil lamps). So it's really fun to hang out for a long time.",Culture,Semarang,0,45,90.0,"{'lat': -7.029097399999999, 'lng': 110.3775382}",-70290974,1103775382,384,19,0
Kampung Batik Gedong Semarang,"Semarang Batik Village is one of the unique and interesting villages in Semarang City which has always been associated with Semarang batik from ancient times until now. Semarang Batik Village is located around the Bubagan area of Semarang. Semarang Batik Village in history from the 1970s to the 1980s, at that time it was completely dead and there were no batik activities. Only then in 2005 did activities begin, this took place because there was an opinion ""why is it called Kampung Batik Semarang"". However, how come there are no people making batik, so activities such as batik training are often encouraged, this aims to facilitate and revitalize the Semarang Batik Village. At that time it was famous for Krajan Batik, Gedong Batik, Central Batik, Malang Batik, Kubur Sari Batik and Kandang Wedus Batik which were famous for their own motifs. However, unfortunately this motif was not recorded visually, and this is actually a treasure that has not been discovered until now visually in these batik motifs.",Culture,Semarang,0,44,45.0,"{'lat': -6.968882100000001, 'lng': 110.4318692}",-69688821,1104318692,385,21,0
Obyek Wisata Goa Kreo,"Kreo Semarang Cave, which is in the capital of Central Java, is a hit among netizens. It's not surprising that if the weather is sunny, the queue to get there is so snaking. Even though there is no public transportation to get there, it doesn't hinder tourists' curiosity. This cave was formed naturally. What differentiates this cave from other caves is its location. The location is in the middle of the Jatibarang reservoir, a dam that blocks the Kreo River.",Nature preserve,Semarang,5500,43,60.0,"{'lat': -7.0372113, 'lng': 110.3476164}",-70372113,1103476164,387,18,1
Brown Canyon,"In Indonesia, Brown Canyon is a former mining area in Meteseh, Tembalang, Semarang. This location is one of the popular locations (not tourist attractions) in Semarang and is considered similar to the Grand Canyon in the United States. This similarity lies in the hills that turn into steep cliffs.",Nature preserve,Semarang,0,42,30.0,"{'lat': -7.0565164, 'lng': 110.4862531}",-70565164,1104862531,389,21,1
Durian Gardens and Tourism Education Watu Simbar,"Please note, Watu Simbar is a tourist location that offers education about various types of durian trees. Even though it seems ordinary, this is what actually makes this place unique. If someone comes here, that person will be able to learn many things about durian trees. Apart from being able to learn various things about the durian tree, of course visitors can also buy durian there.",Nature preserve,Semarang,5000,41,45.0,"{'lat': -7.096707899999999, 'lng': 110.3900517}",-70967079,1103900517,390,13,1
Flower Farm Setiya Aji,"In the Setiya Aji Flower Farm flower garden we can see colorful chrysanthemums which look very beautiful. Apart from that, its location in the highlands makes the air in the Bandungan flower garden feel quite fresh. The Setiya Aji Flower Farm Bandungan flower garden immediately attracted the attention of tourists, especially young people who were curious to see the beauty of the flowers in this Semarang tourist spot. Now Setiya Aji Flower Farm has become one of the favorite tourist attractions in Bandungan that must be visited, especially for tourists who are looking for a romantic tourist attraction in Semarang Regency other than Gedong Songo.",Nature preserve,Semarang,7500,41,45.0,"{'lat': -7.2241813, 'lng': 110.3782661}",-72241813,1103782661,391,23,1
Ekowisata Mangrove Wonorejo,"Surabaya Mangrove Tourism Forest is a tourist attraction that combines recreational and educational tourism. In an area of approximately 200 hectares, various mangrove plants are planted. This tourist location is well managed by the Surabaya City government. So this tourist attraction attracts visitors because it is neat and clean. Tourist activities that can be done include touring the mangrove forest either by boat or on foot. As well as educational tours about the surrounding ecosystem._x000D_",Nature preserve,Surabaya,0,43,60.0,"{'lat': -7.308648199999999, 'lng': 112.8216622}",-73086482,1128216622,392,16,1
Taman Harmoni Keputih,"This place is Hatmoni Keputih Park, Surabaya, which has a vast collection of colorful flowers. Previously, this place was a rubbish dump or landfill location, but now it has been transformed into a very beautiful tourist park. Not only are they beautiful, but the flowers that bloom in Taman Harmoni look very instagrammable, so it's not surprising that the majority of visitors to this place are young people who are social media activists. So what is the budget to enter the Taman Harmoni Surabaya area? You don't need to worry, because the entrance ticket to Taman Harmoni Keputih Surabaya is free. You only need to prepare your pocket to pay for the parking ticket.",Nature preserve,Surabaya,0,44,60.0,"{'lat': -7.2952211, 'lng': 112.8035603}",-72952211,1128035603,393,18,1
Monumen Kapal Selam,"The Submarine Monument, or Monkasel for short, is a submarine museum located in Embong Kaliasin, Genteng, Surabaya. Located in the city center, this monument is actually the KRI Pasopati 410 submarine, one of the Republic of Indonesia Navy fleet made by the Soviet Union in 1952. This submarine was involved in the Battle of the Aru Sea to liberate West Irian from Dutch occupation.\nThis submarine was later brought to land and made into a monument to commemorate the bravery of Indonesian heroes. Monkasel is on Jalan Pemuda, right next to Plaza Surabaya. Apart from the interior of the submarine, a film screening about the war process that took place in the Aru Sea was also held here. If you want to visit this tourist spot, you will be accompanied by a local guide there.\nThere is a unique story behind the presence of this Submarine Monument. One night Mr. Drajat Budiyanto, who was a former KKM KRI Pasopati 410 (made in Russia) and also a former KKM KRI Cakra 401 (made in West Germany), dreamed that he was ordered by the KSAL at that time to take this submarine to Kali Mas. It turns out that dream came true. He was assigned to display the submarine next to Surabaya Plaza. The method is to cut the submarine into several parts, then transport it to land, and assemble and reconnect it into a complete submarine.",Culture,Surabaya,15000,44,30.0,"{'lat': -7.2654304, 'lng': 112.7503052}",-72654304,1127503052,396,19,0
Hutan Bambu Keputih,"Surabaya is the second metropolitan city after Jakarta. Surabaya's population density is quite high, and because it is located on the coast, the city temperature feels hot. Even so, there are still cool, shady and beautiful places in the middle of Surabaya City. It is the Surabaya Bamboo Forest, precisely located in Keputih. When you hear the name ""Bamboo Forest"", perhaps what comes to mind is a forest in the countryside. But make no mistake, even in the middle of the city you can find a beautiful place like this. The beautiful atmosphere makes visitors flock to this location. And now, this recreation park is becoming a favorite among visitors to spend their free time.",Nature preserve,Surabaya,0,43,25.0,"{'lat': -7.294190899999999, 'lng': 112.8017238}",-72941909,1128017238,400,23,1
Food Junction Grand Pakuwon,"Grand Pakuwon Food Junction is actually a food court with a slightly different concept from other places. The place is located in the Tandes area, West Surabaya (strategic with a romantic and unique atmosphere) where from the city center it only takes 20 minutes to get to the location. So it is not surprising that many Surabaya residents spend the afternoon in this place.",Shopping center,Surabaya,0,45,120.0,"{'lat': -7.251022000000003, 'lng': 112.6620053}",-7251022,1126620053,402,30,3
Kebun Bibit Wonorejo,"Even though it is called a nursery, this area is more suitable to be called a garden. The Wonorejo Nursery Area is divided into 2 parts, namely the Active Park and the Passive Park, both of which have a total area of 5.9 hectares. Hot weather that makes you stifling is best cooled down by visiting a cool place. Apart from malls, city parks in Surabaya such as the Wonorejo Nursery are also the right choice. Visitors will be pampered with cool air. This is because there are many towering trees.",Nature preserve,Surabaya,0,44,30.0,"{'lat': -7.312365499999999, 'lng': 112.7889021}",-73123655,1127889021,406,25,1
Kebun Binatang Surabaya,"Surabaya Zoo (KBS) (Arekan dialect: Suroboyo Zoo) is one of the popular zoos in Indonesia and is located in Surabaya. KBS is the most comprehensive zoo in Southeast Asia, containing more than 981 different animal species consisting of more than 2,806 animals. This includes rare Indonesian and world animals consisting of Mammals, Aves, Reptiles and Pisces._x000D_",Nature preserve,Surabaya,15000,43,180.0,"{'lat': -7.295954599999999, 'lng': 112.7366094}",-72959546,1127366094,408,22,1
Rumah Batik,"In this batik house there are around 2000 pieces of batik which have various patterns. These various batiks are made from various types of materials, namely prima, primis, santio, silk, prishmina and sarimpit. You can find not only batik cloth at this batik house, but also batik sarongs, batik clothes, batik trousers, batik skirts, batik shawls, and so on. For those of you who want to immediately visit this batik house in Surabaya, here is the address information for the batik house itself. So the batik house was originally located on Jalan Tambak, Dukuh 1, No. 4, RT. 01, RW. 09, Kapari sub-district, Genteng sub-district, Surabaya. In this place you will see various kinds of batik on display, namely batik from Surabaya, Bangkalan, Sidoarjo, Sumenep, Mojokerto, Ponorogo, Tuban, Jombang and Bojonegoro. Because the collection held at this Surabaya batik house is very diverse, of course many visitors want to come to this location. After that, this batik house was moved to Jalan Margorejo, no. 143, Surabaya._x000D_",Culture,Surabaya,0,45,15.0,"{'lat': -7.278735999999999, 'lng': 112.718453}",-7278736,112718453,409,15,0
Jembatan Merah,"The Red Bridge is a historical monument in Surabaya, East Java which was left as it is: as a bridge. The bridge, which is one of the titles of the song written by Gesang, was considered important during the VOC era because it was the most vital means of communication across Kalimas to the Surabaya Residency Building, which no longer has a trace.\nThe Red Bridge area is a commercial area that began to develop as a result of the Agreement. Paku Buwono II from Mataram with the VOC on 11 November 1743. In this agreement, part of the northern coastal area, including Surabaya, was handed over to the VOC. Since then, Surabaya has been completely under Dutch rule. Today, its position as a business center continues. Around the bridge there are economic indicators, including one of them is the Red Bridge Plaza.\nThe physical changes occurred around the 1890s, when the fence dividing it from the river was changed from wood to iron. Now the condition of the bridge that connects Jalan Rajawali and Jalan Kembang Jepun on the north side of Surabaya is almost exactly the same as other bridges. The only difference is the color red.",Culture,Surabaya,0,45,30.0,"{'lat': -7.2367447, 'lng': 112.7383009}",-72367447,1127383009,414,21,0
Museum De Javasche Bank,"The Bank Indonesia Museum (Indonesian: Museum Bank Indonesia) is a bank museum located in Surabaya, Indonesia. Officially established by Bank Indonesia and opened on January 27 2012 after restoration. This museum occupies a building that was formerly known as De Javasche Bank, the central bank of the Dutch East Indies. After Indonesian Independence, this building continued to function as a Bank Indonesia branch office in Surabaya until 1973. The museum is closed on Mondays and national holidays. There is no entry fee.",Culture,Surabaya,5000,46,60.0,"{'lat': -7.2353939, 'lng': 112.7367646}",-72353939,1127367646,415,17,0
Monumen Tugu Pahlawan,"Tugu Pahlawan (Indonesian: Tugu Pahlawan) is a monument in Surabaya, Indonesia. It is the main symbol of the city dedicated to the people who died in the Battle of Surabaya on 10 November 1945. The 10 November Museum is located under the monument. This monument is 41.15 meters high and has the shape of a phallus. Built to commemorate the events of 10 November 1945 at the Battle of Surabaya. It is the place every November 10 to commemorate the events of 1945, when many heroes died in the war of independence. The laying of the first stone was led by Soekarno, the first President of Indonesia, accompanied by the Mayor of Surabaya, Doel Arnowo on 10 November 1951. It was inaugurated a year later, also by Soekarno, on 10 November 1952 witnessed by the Mayor of Surabaya, R. Moestadjab Soemowidigdo. The November 10 Museum was built to explain the meaning behind the Heroes Monument. The building consists of 2 floors, with exhibitions that symbolize the fighting spirit of the people of Surabaya. There is an auditorium on the first floor. The museum contains reproductions of documentary photographs, and there are dioramas presenting eight events that occurred around the 10 November 1945 clashes.",Culture,Surabaya,0,47,30.0,"{'lat': -7.246925999999999, 'lng': 112.73781}",-7246926,11273781,419,19,0
Surabaya Museum (Gedung Siola),"Currently, the Surabaya Siola Museum has become a unique and interesting historical tourist destination to visit. Not only does it present stories from the past displayed in various forms, the Surabaya Siola Museum is also a popular place for photo hunting. For visitors who want to visit the Surabaya Siola Museum, they do not have to pay an entrance ticket or it is free. Anyone can enter the Surabaya Siola Museum, because this place is open to all groups, from children to adults. There doesn't seem to be anything wrong with using the Surabaya Museum as your weekend tourist destination. Apart from being able to learn the history of the City of Heroes, you will also gain useful knowledge.",Culture,Surabaya,0,45,45.0,"{'lat': -7.256297200000001, 'lng': 112.7379955}",-72562972,1127379955,420,16,0
Monumen Jalesveva Jayamahe,"The Jalesveva Jayamahe or Monjaya Monument is a monument located in the city of Surabaya, East Java. This monument depicts the figure of a TNI Navy officer dressed in Ceremonial Service Clothes (PDU) complete with a sword of honor who is looking towards the sea, as if he is ready to brave the waves and storms at sea, as well as what he wants to show is that the Indonesian navy is ready to triumph. The statue stands on top of a building and is 30.6 meters high. The Jalesveva Jayamahe Monument depicts the nation's next generation who are confident and optimistic about achieving the ideals of the Indonesian nation. The Jalesveva Jayamahe Monument is also in accordance with the Jalesveva Jayamahe navy motto which means, In the Sea We are Victorious. This monument was built in 1993 by the Chief of Staff of the Indonesian Maritime Navy, which was then followed by TNI Admiral Muhamad Arifin and designed by I Nyoman Nuarta. Apart from being a monument, this building also functions as a lighthouse for ships in the surrounding seas.",Culture,Surabaya,0,46,15.0,"{'lat': -7.195474799999999, 'lng': 112.7395206}",-71954748,1127395206,422,20,0
Patung Sura dan Buaya,The Sura and Baya statue (Javanese: Suro lan Boyo statue) is a statue which is the symbol of the city of Surabaya. This statue is in front of the Surabaya Zoo. This statue consists of two animals which inspired the name of the city of Surabaya: ikan sura (shark) and baya (crocodile).,Culture,Surabaya,0,46,30.0,"{'lat': -7.296049199999999, 'lng': 112.7387012}",-72960492,1127387012,423,24,0
Pantai Ria Kenjeran,"The Ria Kenjeran Beach tourist attraction in Surabaya is one of the tourist destinations when visiting the city of Surabaya. This beach is one of the main tourist attractions in the city of Surabaya which is always busy with visitors. The location of Ria Kenjeran Beach is in East Kenjeran District, Surabaya, East Java Province. The Ria Kenjeran Beach area is famous for its various rides and family recreation areas, especially for Kenjeran residents. This beach, which also has the nickname Kenpark, is close to the Suramadu Bridge. Kenjeran Beach is usually used by local people to relieve fatigue from their daily routine. Many tourists also visit this beach. This beach, which is located not too far from the center of Surabaya City, is also open every day for 24 hours, so you don't need to worry if you want to visit at any time. This beach has quite complete facilities, such as a play area for children called Kya Kya Seaside, there is also the Tuan Ti Pagoda, a wooden bridge with a gazebo for relaxing and taking photos. There is also a water park and children's play area around this beach. There are also boat rentals that visitors can ride to enjoy the beauty of Ria Kenjeran Beach from the coastal area at a rate of around IDR 5,000.",Nautical,Surabaya,15000,42,45.0,"{'lat': -7.250916399999999, 'lng': 112.8009332}",-72509164,1128009332,424,26,2
